,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories__alias,categories__title,rating,location__address1,location__city,location__zip_code,location__country,location__state,location__cross_streets,coordinates__latitude,coordinates__longitude,photos__001,photos__002,photos__003,price,hours__open__is_overnight,hours__open__start,hours__open__end,hours__open__day,hours__hours_type,hours__is_open_now
912,W4hobe10Fy54MKqmLaObEg,cafe-mogador-new-york,Cafe Mogador,https://s3-media3.fl.yelpcdn.com/bphoto/Mtf6qE5Q4ira-soC6mts8w/o.jpg,True,False,https://www.yelp.com/biz/cafe-mogador-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12126772226.0,(212) 677-2226,1756.0,moroccan,Moroccan,4.0,101 St Marks Pl,New York,10009.0,US,NY,Avenue A & 1st Ave,40.727258767439,-73.9845085144043,https://s3-media3.fl.yelpcdn.com/bphoto/Mtf6qE5Q4ira-soC6mts8w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/H-QFRXAntp-IlZIkk3Kbvg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/dGv1nEjflPFPhQKB5F1_bw/o.jpg,$$,False,900.0,0.0,0.0,REGULAR,True
919,nrxSzq-VxLqD7aFkE4SH3Q,cocoron-new-york-2,Cocoron,https://s3-media2.fl.yelpcdn.com/bphoto/BOEgzcS2HQhE6NRv3lUyfw/o.jpg,True,False,https://www.yelp.com/biz/cocoron-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12129660800.0,(212) 966-0800,570.0,japanese,Japanese,4.0,37 Kenmare St,New York,10012.0,US,NY,Mott St & Elizabeth St,40.72072360000001,-73.9953191,https://s3-media2.fl.yelpcdn.com/bphoto/BOEgzcS2HQhE6NRv3lUyfw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/2fjLFFqDrB8MKOzWfaBiVg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/1i_y1b4k8JJJ2jvh4ofTcg/o.jpg,$$,False,1200.0,1515.0,0.0,REGULAR,False
933,EAqXEChadTFNm2flg_Y6IQ,meet-noodles-brooklyn,Meet Noodles,https://s3-media3.fl.yelpcdn.com/bphoto/cCcd29ZsXi_X0rkxIcco-g/o.jpg,True,False,https://www.yelp.com/biz/meet-noodles-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,13474576618.0,(347) 457-6618,58.0,noodles,Noodles,4.0,5216 8th Ave,Brooklyn,11220.0,US,NY,53rd St & 52nd St,40.639790000000005,-74.00546,https://s3-media3.fl.yelpcdn.com/bphoto/cCcd29ZsXi_X0rkxIcco-g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/EvU_whX3bz2miDUB1PHf-w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/affiahfc2m6UDvLKN9R_Cw/o.jpg,$$,False,1100.0,2300.0,0.0,REGULAR,True
940,v9iDXBSzpwaYHnPA0XkEkw,simple-nyc-downtown-brooklyn-brooklyn-2,Simple NYC-Downtown Brooklyn,https://s3-media2.fl.yelpcdn.com/bphoto/dP9_oGLjZLB6_v5nnJ5Glw/o.jpg,True,False,https://www.yelp.com/biz/simple-nyc-downtown-brooklyn-brooklyn-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17187971088.0,(718) 797-1088,53.0,poke,Poke,5.0,311 Atlantic Ave,Brooklyn,11201.0,US,NY,Hoyt St & Smith St,40.688520000000004,-73.98817,https://s3-media2.fl.yelpcdn.com/bphoto/dP9_oGLjZLB6_v5nnJ5Glw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Fx5BXcZ2LsQzmgSlp-V1jg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Vvk3tKpshu3Zt8URcpsvoA/o.jpg,$$,False,1100.0,2100.0,0.0,REGULAR,True
947,X2C0_I0seTtjW9uL8e8FBw,don-chingon-brooklyn,Don Chingon,https://s3-media2.fl.yelpcdn.com/bphoto/GyEcUNcMKHyQPsAWhuSTQA/o.jpg,True,False,https://www.yelp.com/biz/don-chingon-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17185763521.0,(718) 576-3521,291.0,mexican,Mexican,4.5,216 Flatbush Ave,Brooklyn,11217.0,US,NY,Dean St & Bergen St,40.681043122149404,-73.9752403260395,https://s3-media2.fl.yelpcdn.com/bphoto/GyEcUNcMKHyQPsAWhuSTQA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/EAnVoWUsSzv27USel8TD3Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/FaZtUIscsJyaYMChwIB8AA/o.jpg,$$,False,1600.0,2300.0,0.0,REGULAR,False
954,eN8Cmf0Vxucyg02NyP7mbw,father-knows-best-brooklyn,Father Knows Best,https://s3-media1.fl.yelpcdn.com/bphoto/aFjQ0dF_2Er-DqYlYimkDw/o.jpg,True,False,https://www.yelp.com/biz/father-knows-best-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17189756840.0,(718) 975-6840,192.0,bars,Bars,4.0,611A Wilson Ave,Brooklyn,11207.0,US,NY,Schaefer St & Cooper St,40.6901735,-73.9069755,https://s3-media1.fl.yelpcdn.com/bphoto/aFjQ0dF_2Er-DqYlYimkDw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/2TSTgdMV2lQCMZbMRWOdXA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/J7oGsqmiH-QxfILRFkk3cg/o.jpg,$$,True,800.0,200.0,0.0,REGULAR,True
961,AHVlPpOkiEl9maijGhar-Q,the-meatball-shop-new-york-2,The Meatball Shop,https://s3-media2.fl.yelpcdn.com/bphoto/b-KCwD_5l55hXIYpKYvXzQ/o.jpg,True,False,https://www.yelp.com/biz/the-meatball-shop-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12129827815.0,(212) 982-7815,832.0,italian,Italian,4.0,64 Greenwich Ave,New York,10011.0,US,NY,7th Ave & 11th St,40.736125,-74.00060699999999,https://s3-media2.fl.yelpcdn.com/bphoto/b-KCwD_5l55hXIYpKYvXzQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/IfGhbLYlSWinrLhoQxc5FQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/JdaWN_6Y4mJ0-XOb8qHZ9Q/o.jpg,$$,False,1130.0,2300.0,0.0,REGULAR,True
968,XEugUtbw4rRmGr9S1XA-aQ,alta-new-york,Alta,https://s3-media3.fl.yelpcdn.com/bphoto/2zqUgPaUCDMlzYxSX5Xa6A/o.jpg,True,False,https://www.yelp.com/biz/alta-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12125057777.0,(212) 505-7777,1726.0,tapas,Tapas Bars,4.0,64 W 10th St,New York,10011.0,US,NY,Avenue Of The Americas & 5th Ave,40.7345163811398,-73.99833696196829,https://s3-media3.fl.yelpcdn.com/bphoto/2zqUgPaUCDMlzYxSX5Xa6A/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/BjZFOg2r-G4YBlqtEPUV2g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/eps2kE_gGg_QqJtuWy8eZg/o.jpg,$$$,False,1730.0,2300.0,0.0,REGULAR,False
975,AtUxlW7ltZb73ZXMwpkY_g,sashimi-ramen-express-new-york,Sashimi Ramen Express,https://s3-media1.fl.yelpcdn.com/bphoto/Gp46II2PagxUgLo6w-fk0w/o.jpg,True,False,https://www.yelp.com/biz/sashimi-ramen-express-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,19292319376.0,(929) 231-9376,242.0,sushi,Sushi Bars,4.5,341 E 78th St,New York,10075.0,US,NY,,40.77215,-73.95411,https://s3-media1.fl.yelpcdn.com/bphoto/Gp46II2PagxUgLo6w-fk0w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/yg4Sk1sdT0rgSvAy37omJg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/De7VXUcC-tQ4N71KC61Lhw/o.jpg,$,False,1130.0,2200.0,0.0,REGULAR,True
982,_hNMRzm0QhR7I41plTbyXw,nowadays-ridgewood,Nowadays,https://s3-media1.fl.yelpcdn.com/bphoto/0FD0Do7MzBPjOqVYNVJr7w/o.jpg,True,False,https://www.yelp.com/biz/nowadays-ridgewood?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,13475238535.0,(347) 523-8535,129.0,bars,Bars,4.0,56-06 Cooper Ave,Ridgewood,11385.0,US,NY,,40.6930436149127,-73.901419658197,https://s3-media1.fl.yelpcdn.com/bphoto/0FD0Do7MzBPjOqVYNVJr7w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/W-b5GGR81SW0tIvx6m4xeA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/p34xQErU6ucCkBb3bwS5Zw/o.jpg,$$,True,1600.0,400.0,4.0,REGULAR,False
985,BPyt7S9TdcR1u571iacg7g,the-kati-roll-company-new-york-5,The Kati Roll Company,https://s3-media1.fl.yelpcdn.com/bphoto/U2zE1EedkV-_yloGggfyxA/o.jpg,True,False,https://www.yelp.com/biz/the-kati-roll-company-new-york-5?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12127304280.0,(212) 730-4280,1376.0,indpak,Indian,4.0,49 W 39th St,New York,10018.0,US,NY,Avenue Of The Americas & 5th Ave,40.75269,-73.98465999999999,https://s3-media1.fl.yelpcdn.com/bphoto/U2zE1EedkV-_yloGggfyxA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/wecH6hQ_BFokkpO2c60wAg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/zEIaBeUkW7Odz_EKBcIHMA/o.jpg,$,False,1100.0,2300.0,0.0,REGULAR,True
992,ga6sRtE0l85iftw_5-W84Q,dominique-ansel-bakery-new-york,Dominique Ansel Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/_Zbusd1LYqSJkhNc7NexLQ/o.jpg,True,False,https://www.yelp.com/biz/dominique-ansel-bakery-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122192773.0,(212) 219-2773,3891.0,bakeries,Bakeries,4.0,189 Spring St,New York,10012.0,US,NY,Thompson St & Sullivan St,40.72522,-74.00291,https://s3-media2.fl.yelpcdn.com/bphoto/_Zbusd1LYqSJkhNc7NexLQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/VgnUhB5KW6yek9dowgeGAA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/fs7t18Em3AqLqsQY_l_2_w/o.jpg,$$,False,800.0,1900.0,0.0,REGULAR,True
999,FsuJ7VC5vxX3wcLhFrb97Q,oiji-new-york,Oiji,https://s3-media1.fl.yelpcdn.com/bphoto/dkmBVYaUr8qWYwj-W9Y_WQ/o.jpg,True,False,https://www.yelp.com/biz/oiji-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,16467679050.0,(646) 767-9050,424.0,korean,Korean,4.5,119 1st Ave,New York,10003.0,US,NY,7th St & St Marks Pl,40.727270000000004,-73.98585,https://s3-media1.fl.yelpcdn.com/bphoto/dkmBVYaUr8qWYwj-W9Y_WQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/MlB_il9l_EBPrpnLhlfTyw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/7QZ9mmo2jl_gRhtnz2MTJA/o.jpg,$$$,False,1800.0,2230.0,0.0,REGULAR,False
1006,VDz9n7gwcq51wOAbTBdXxA,the-food-sermon-kitchen-brooklyn,The Food Sermon Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/_rr4oooe_XgFxLwzPsgTvw/o.jpg,True,False,https://www.yelp.com/biz/the-food-sermon-kitchen-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17184847555.0,(718) 484-7555,225.0,caribbean,Caribbean,4.5,355 Rogers Ave,Brooklyn,11225.0,US,NY,Sullivan Pl & Montgomery St,40.6647720336914,-73.9535217285156,https://s3-media3.fl.yelpcdn.com/bphoto/_rr4oooe_XgFxLwzPsgTvw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/04mu40cW6JWVxuaPQdnMbA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/YzkszTf7tT5Ep2yxlVOHAg/o.jpg,$$,False,1700.0,2230.0,0.0,REGULAR,False
1012,Drb6I9masZDvxQUVcqE2ww,ho-brah-a-taco-joint-brooklyn-2,Ho' Brah a taco joint,https://s3-media2.fl.yelpcdn.com/bphoto/zmzkk2vLU3esR_QWbLEUAA/o.jpg,True,False,https://www.yelp.com/biz/ho-brah-a-taco-joint-brooklyn-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17186808226.0,(718) 680-8226,711.0,mexican,Mexican,4.0,8618 3rd Ave,Brooklyn,11209.0,US,NY,86th St & 87th St,40.623006,-74.031548,https://s3-media2.fl.yelpcdn.com/bphoto/zmzkk2vLU3esR_QWbLEUAA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/1_A6vF0e-_bbM66g7d_xnw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/dfR2j9X9otCOwvY3GdAB2g/o.jpg,$$,False,1100.0,0.0,0.0,REGULAR,True
1019,7iY35991NhQ1AShJZCNZgA,sakagura-new-york,Sakagura,https://s3-media4.fl.yelpcdn.com/bphoto/f-Z182ojMUKsP9qamFfXRQ/o.jpg,True,False,https://www.yelp.com/biz/sakagura-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12129537253.0,(212) 953-7253,1658.0,japanese,Japanese,4.0,211 E 43rd St,New York,10017.0,US,NY,3rd Ave & 2nd Ave,40.7516467024541,-73.9729489318165,https://s3-media4.fl.yelpcdn.com/bphoto/f-Z182ojMUKsP9qamFfXRQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Z878MRQaFb8XadsNOTSqag/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/CdaAyPg71oF7eEayxx6Fbg/o.jpg,$$$,False,1130.0,1430.0,0.0,REGULAR,False
1031,BYnd0Kbkrjhz0CGKMF1lqg,modern-love-brooklyn-brooklyn-2,Modern Love Brooklyn,https://s3-media2.fl.yelpcdn.com/bphoto/2x77w0XsoeDp1vKOFLjmlw/o.jpg,True,False,https://www.yelp.com/biz/modern-love-brooklyn-brooklyn-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,19292980626.0,(929) 298-0626,329.0,vegan,Vegan,4.5,317 Union Ave,Brooklyn,11211.0,US,NY,Ten Eyck St & 1st St,40.70983,-73.95109000000001,https://s3-media2.fl.yelpcdn.com/bphoto/2x77w0XsoeDp1vKOFLjmlw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/EFgydFj9fWikmYsbpgXQ1w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/pHW2KjR39d4wgIHOLGYCuQ/o.jpg,$$,False,1730.0,2200.0,1.0,REGULAR,False
1038,vec8jeVbbSGzVlStl0Xp_Q,chikarashi-new-york,Chikarashi,https://s3-media1.fl.yelpcdn.com/bphoto/4EXfVuBRZCsHHWuMFOU6sg/o.jpg,True,False,https://www.yelp.com/biz/chikarashi-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,16466495965.0,(646) 649-5965,453.0,poke,Poke,4.0,227 Canal St,New York,10013.0,US,NY,Baxter St & Centre St,40.71787,-73.99948,https://s3-media1.fl.yelpcdn.com/bphoto/4EXfVuBRZCsHHWuMFOU6sg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/KFTX-xVLbdmFYDIfNLKIxw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/l_hihX7b8pz2mcaHDnjwvQ/o.jpg,$$,False,1130.0,2100.0,0.0,REGULAR,True
1045,mTWlEiCUEBlxBAkIikkB1A,carmines-italian-restaurant-upper-west-side-new-york,Carmine's Italian Restaurant - Upper West Side,https://s3-media3.fl.yelpcdn.com/bphoto/_lTCIijz3zVH13nUugBwhg/o.jpg,True,False,https://www.yelp.com/biz/carmines-italian-restaurant-upper-west-side-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12123622200.0,(212) 362-2200,1138.0,italian,Italian,4.0,2450 Broadway,New York,10024.0,US,NY,90th St & 91st St,40.791077,-73.973763,https://s3-media3.fl.yelpcdn.com/bphoto/_lTCIijz3zVH13nUugBwhg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/kRFKqfZ7s_GCqQezeMDWsA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/gb_YgGBz7yEZzR3EDoTCZw/o.jpg,$$,False,1100.0,2300.0,0.0,REGULAR,True
1052,wfhMIiMh2A2psCGONOVSlg,han-dynasty-new-york,Han Dynasty,https://s3-media3.fl.yelpcdn.com/bphoto/Qwdb0OrAymjK7O23caOnGw/o.jpg,True,False,https://www.yelp.com/biz/han-dynasty-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12123908685.0,(212) 390-8685,1058.0,szechuan,Szechuan,4.0,90 3rd Ave,New York,10003.0,US,NY,13th St & 12th St,40.732071999999995,-73.988074,https://s3-media3.fl.yelpcdn.com/bphoto/Qwdb0OrAymjK7O23caOnGw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/qLs2oy2aTADPxgxKbOOhoA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/atadP1SKA_pjbNXD2iTbRQ/o.jpg,$$,False,1130.0,2230.0,0.0,REGULAR,True
1059,ADul90IX8-TdDaciLIS6pA,petisco-brazuca-new-york,Petisco Brazuca,https://s3-media2.fl.yelpcdn.com/bphoto/_POVjbkHnB0kjo5CEfHGlA/o.jpg,True,False,https://www.yelp.com/biz/petisco-brazuca-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,13474058905.0,(347) 405-8905,24.0,brazilian,Brazilian,4.5,833 Dekalb Ave,New York,11221.0,US,NY,Tompkins Ave & Throop Ave,40.692485299999994,-73.9431117,https://s3-media2.fl.yelpcdn.com/bphoto/_POVjbkHnB0kjo5CEfHGlA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/m-ncaDUSyfUpPSuMWTysMg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/C_B1FcTYMTKFTpHCscRKmw/o.jpg,$$,False,1000.0,2000.0,0.0,REGULAR,True
1066,9-vKFnUby_6-pR6UJxjzMw,sun-hing-lung-co-new-york-3,Sun Hing Lung Co,https://s3-media3.fl.yelpcdn.com/bphoto/t5KD02rad_Hel-dd70QQ2w/o.jpg,False,False,https://www.yelp.com/biz/sun-hing-lung-co-new-york-3?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12129627032.0,(212) 962-7032,149.0,chinese,Chinese,4.5,58 Henry St,New York,10002.0,US,NY,Catherine St & Market St,40.71275,-73.99508,https://s3-media3.fl.yelpcdn.com/bphoto/t5KD02rad_Hel-dd70QQ2w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/7Cv28t0M2DpdQhQSfmmYCg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/zjSR0jf0MgDrdkmg8dyGBA/o.jpg,$,False,730.0,1530.0,0.0,REGULAR,False
1073,qY1o1MhoRyN84RRhUJtvpQ,her-name-is-han-new-york-3,Her Name Is Han,https://s3-media4.fl.yelpcdn.com/bphoto/v-Q1v7y9q8FbDCzgwAa8Xw/o.jpg,True,False,https://www.yelp.com/biz/her-name-is-han-new-york-3?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12127799990.0,(212) 779-9990,921.0,korean,Korean,4.0,17 E 31st St,New York,10016.0,US,NY,5th Ave & Madison Ave,40.74626,-73.98473,https://s3-media4.fl.yelpcdn.com/bphoto/v-Q1v7y9q8FbDCzgwAa8Xw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/-cQlSvlrXjD7JwQbnEth2A/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/htpuTrXdTKdQUy2naQe0BQ/o.jpg,$$,False,1200.0,1430.0,0.0,REGULAR,False
1087,nD7Hcq5aaCASbWzc0-Sg3A,bobwhite-counter-new-york-4,Bobwhite Counter,https://s3-media4.fl.yelpcdn.com/bphoto/WrQEqlqGQpRtqbZdj9BJ8g/o.jpg,True,False,https://www.yelp.com/biz/bobwhite-counter-new-york-4?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122282972.0,(212) 228-2972,678.0,southern,Southern,4.5,94 Ave C,New York,10009.0,US,NY,,40.7236015861162,-73.9790162460327,https://s3-media4.fl.yelpcdn.com/bphoto/WrQEqlqGQpRtqbZdj9BJ8g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ntV3L5Ok9lVtwNOYDBf0wA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/e2JdxqP_UcCUcTe7BDz-Ow/o.jpg,$$,False,1500.0,2200.0,0.0,REGULAR,True
1094,xQ445GaWVN5Aa3sFX9OoIg,buvette-new-york,Buvette,https://s3-media3.fl.yelpcdn.com/bphoto/hkrgfxvjBczxwpplZJel3w/o.jpg,True,False,https://www.yelp.com/biz/buvette-new-york?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,12122553590.0,(212) 255-3590,1515.0,french,French,4.0,42 Grove St,New York,10014.0,US,NY,Bedford St & Bleecker St,40.732704,-74.004317,https://s3-media3.fl.yelpcdn.com/bphoto/hkrgfxvjBczxwpplZJel3w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/GrugdtI_j1HXE9Na-BUQ7A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/OTMQ9I5dgVxxdBxvPbfDig/o.jpg,$$,True,700.0,200.0,0.0,REGULAR,True
1101,XSwagBljEsxG2i1rq4GEAQ,almondine-bakery-brooklyn,Almondine Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/Tr4_xRy-r1xxGhqldaqHoA/o.jpg,True,False,https://www.yelp.com/biz/almondine-bakery-brooklyn?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,17187975026.0,(718) 797-5026,324.0,bakeries,Bakeries,4.0,85 Water St,Brooklyn,11201.0,US,NY,Main St & Washington St,40.7033174,-73.99125059999999,https://s3-media2.fl.yelpcdn.com/bphoto/Tr4_xRy-r1xxGhqldaqHoA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/q7QwnJa8IZ0RTBwfPPjFgw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/QQExKDju__b4mCVyF_rIFA/o.jpg,$$,False,730.0,1830.0,0.0,REGULAR,True
1108,aac8M8uK8XUDBNUR_SyZdw,the-bao-shoppe-new-york-2,The Bao Shoppe,https://s3-media2.fl.yelpcdn.com/bphoto/t5QrNNR-1nWcFeg4HVSWyA/o.jpg,True,False,https://www.yelp.com/biz/the-bao-shoppe-new-york-2?adjust_creative=NGOVdpY_q4Uy7KDT3aNoEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=NGOVdpY_q4Uy7KDT3aNoEw,16467564181.0,(646) 756-4181,169.0,asianfusion,Asian Fusion,4.0,34 Canal St,New York,10002.0,US,NY,Division St & Rutgers St,40.7143451,-73.9905184,https://s3-media2.fl.yelpcdn.com/bphoto/t5QrNNR-1nWcFeg4HVSWyA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/scP1QyALpOt5blaCnhR08A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/c0Cm6GFj2YT2E7McNx67Yg/o.jpg,$,False,1130.0,2200.0,0.0,REGULAR,True
