"results__formatted_address","results__geometry__location__lat","results__geometry__location__lng","results__geometry__viewport__|","results__geometry__viewport__|__lat","results__geometry__viewport__|__lng","results__icon","results__id","results__name","results__opening_hours__open_now","results__photos__height","results__photos__html_attributions__-","results__photos__photo_reference","results__photos__width","results__place_id","results__plus_code__compound_code","results__plus_code__global_code","results__price_level","results__rating","results__reference","results__types__001","results__types__002","results__types__003","results__types__004","status"
"8 Ave &, Greenwich Ave, New York, NY 10014, United States","40.7389305","-74.0028253","northeast","40.74032102989273","-74.00135662010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","67ba19a29936299f9233a551c5400c9f81724061","Jackson Square Park","True","2492","<a href=""https://maps.google.com/maps/contrib/106071649843748511927/photos"">humberto escobar</a>","CmRaAAAAh9GXnNKIBiv5kpDr1xdnL1RU6TCnQa3NzsCc6TvAHO1vW-ecrQIQoP4Wn3ybCU5OnXIX_GjI-E3xQDsy64chki0G3l2JI43O6YyWRGhT4ovjek8LHF8LaUoGxDi-cVSbEhAgmJJi5Q6rKLZ8SvokXSKMGhQ-TAOlli_SzxdJVU2Pdu-fk1d2gQ","4191","ChIJYfqGML5ZwokRYK2jK8PObFc","PXQW+HV New York","87G7PXQW+HV","","4.3","ChIJYfqGML5ZwokRYK2jK8PObFc","park","point_of_interest","establishment","",""
"","","","southwest","40.73762137010728","-74.00405627989271","","","","","","","","","","","","","","","","","","",""
"2301 Amsterdam Ave, New York, NY 10033, USA","40.8446296","-73.9329638","northeast","40.84651582989272","-73.930736","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","1b32f3ca390c069d2accb8fd003e8ec8d252fbdd","Highbridge Park","True","2976","<a href=""https://maps.google.com/maps/contrib/101195932166402115057/photos"">enrico franceschi</a>","CmRaAAAAQB-n4GANXR-W1jAyOTl2rEtqsgTHX7opUsjk15rUxGSRmRwmcpYQRM1bwFUE-t437F8wlWKeDdCKUTzr3EhWodt_FFkO3bMnO9_aClsUunfzaZGJCQfzv8Qi_e6eMoY6EhB1E_zscphbkOJ1-wmFlKEmGhQ6KBuGOPDTXsAlZ8a0P2NFcEEi9A","3968","ChIJI45ivSf0wokRMw68yH4_DEo","R3V8+VR New York","87G8R3V8+VR","","4.3","ChIJI45ivSf0wokRMw68yH4_DEo","park","point_of_interest","establishment","",""
"","","","southwest","40.84381617010728","-73.93370639999999","","","","","","","","","","","","","","","","","","",""
"Hudson St, New York, NY 10014, USA","40.7372939","-74.0054224","northeast","40.73866452989272","-74.00423282010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","710e905e27c63dd077f04a8f835c23ded9b778ae","Abingdon Square","True","1836","<a href=""https://maps.google.com/maps/contrib/117385913896168543425/photos"">Z Jadwick</a>","CmRaAAAAYHnsHHnioYY81iodLLOlK5Qe0caWKwaPccSYvemwGwvlnM5qkCnjf_G_CKNzpqFn5TqLEMEl0Tu6SL6LQJ0TIj5Yrlqrg5aSQkbHE3BG7gvjdgKjh6gTeZSrgCLoosQBEhAp_3oTX7HCuN6MhXu-34ucGhTLJq9rTX2LT2eEH-k3DYEN5Gqb0g","3264","ChIJSztkP5VZwokRXVSH9NrC_Xs","PXPV+WR New York","87G7PXPV+WR","","4.3","ChIJSztkP5VZwokRXVSH9NrC_Xs","park","point_of_interest","establishment","",""
"","","","southwest","40.73596487010728","-74.00693247989273","","","","","","","","","","","","","","","","","","",""
"Lafayette St &, Worth St, New York, NY 10007, United States","40.71503209999999","-74.00266169999999","northeast","40.71652052989273","-74.00120332010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","af5b47f00c8f388e19cb44815652c7fce982216d","Thomas Paine Park","True","3840","<a href=""https://maps.google.com/maps/contrib/105404176692372163122/photos"">Ashok Mittal</a>","CmRaAAAAdP1Hi6eYoa0Fy2SeymLqthZ7GRwVayjDbJx1vdwnMG3Gwvd0XW8d_DTRq5g6zGaSGtvkZqoEVrq-vKlRibMQCp0NQ5xMU4o4apxEXpI9kXT8dkWCVG_pmAcS_W5Mmh7rEhD_BPWVXPEMq9IFs41rYl6XGhQK6zifFHwkCbdshL6Pnr40PFiXOg","2160","ChIJja2OEiFawokRqvKkBrwmrFo","PX8W+2W New York","87G7PX8W+2W","","4.2","ChIJja2OEiFawokRqvKkBrwmrFo","park","point_of_interest","establishment","",""
"","","","southwest","40.71382087010728","-74.00390297989271","","","","","","","","","","","","","","","","","","",""
"Union Tpke, Oakland Gardens, NY 11364, USA","40.74239470000001","-73.73843409999999","northeast","40.74385302989272","-73.73688417010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","c3725e46d2c2ea92faa36a42437782f479fa7ff3","Alley Pond Park","False","2976","<a href=""https://maps.google.com/maps/contrib/111042512397104190587/photos"">Sergio Q</a>","CmRaAAAAzbpwEBRtvocp0VPJ9mdWSgRVOELaw3nK5-t18xw_odBr9h1JWeh6zeuSTWT9g8-zSu5WKT6ehnJmeUXxwW8ATXfjOCVDLl3QJO47urabmre9DrLa_OMXMeKEyLSLLF_rEhBxGt2f4V8RePuiklHTYUiiGhTVZsSvxFMigQdO8lspEjbLrPyAQQ","3968","ChIJzyx69P9hwokRMP73UTW2hTA","P7R6+XJ New York","87G8P7R6+XJ","","4.5","ChIJzyx69P9hwokRMP73UTW2hTA","park","point_of_interest","establishment","",""
"","","","southwest","40.74115337010728","-73.73958382989272","","","","","","","","","","","","","","","","","","",""
"Fillmore Ave, Brooklyn, NY 11229, USA","40.6055157","-73.9348698","northeast","40.6082163","-73.93326212010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","c1e694cfa5d60e8c94279d4b2604294e51be9108","Marine Park","True","1800","<a href=""https://maps.google.com/maps/contrib/108223339697095434819/photos"">A Google User</a>","CmRaAAAAwZgUoTMLW4z1-h619kgKvU_-XKDkE0b7F3KdKXO0GUHIyiAHUkVW0PECDkpplbig-C9VVsrimGV8uKfv6H51TCLh5WzU2B1TEqxj1x56ZvyOAEw3H7dUz2P5fJW6n0rZEhArw67wvuYiDFMch5fRvhPcGhSKiNAtVA0gh1gFz_LTVBEep3jAeA","2704","ChIJd5pPt3pDwokRdQveRDE63-g","J348+63 New York","87G8J348+63","","4.5","ChIJd5pPt3pDwokRdQveRDE63-g","park","point_of_interest","establishment","",""
"","","","southwest","40.60461550000001","-73.93596177989272","","","","","","","","","","","","","","","","","","",""
"New York, NY 10006, USA","40.7092649","-74.011262","northeast","40.71059657989272","-74.00989547010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","4ac3a2a7faa4692e0894c4b2ca401538451aadd4","Zuccotti Park","","1936","<a href=""https://maps.google.com/maps/contrib/106792652186508314065/photos"">Akhilesh Joshi</a>","CmRaAAAApzzCTu8z-3ArWALfLRlzoNlq_HAQ9HbCPojnKkAR6qWMyqFoOfm4NaTJTWlqsZPoq9oJd9hkmhZik-gxudbzEK4EN2R8KYQXjmTfEJb9iDdaHVqHzKzquWEBEpaQvFmvEhCnoLL2-kzmM_74z5mVIebYGhREnfG-If8Ohjif0DOnhG7pwP_dWg","2592","ChIJd_J7XBdawokRpAdtBwzIx0s","PX5Q+PF New York","87G7PX5Q+PF","","4.3","ChIJd_J7XBdawokRpAdtBwzIx0s","park","point_of_interest","establishment","",""
"","","","southwest","40.70789692010727","-74.01259512989272","","","","","","","","","","","","","","","","","","",""
"FDR Dr., New York, NY 10005, USA","40.7044275","-74.0056172","northeast","40.70577732989273","-74.00426737010729","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","3781ce80b592908f77d321392c5099e48cc6cf17","Parks Dog Run","","3024","<a href=""https://maps.google.com/maps/contrib/116884273646028658529/photos"">Viggo Hike</a>","CmRaAAAAT-TV-2RNFYWhsI5VWfDff512kc0S45IboHMEI6zHSM6uPF7vpKrqXOt7TkntWwrHy3ofAFrIsyabiKa0ELUF0JYZct-bYk1pxL9mJEvq-V6NmuSGLkId2o_1n-Prq47DEhA-rQ4IgcEXTeQ6yr5JVSvNGhRWxOan1xxh8Id8j6q38J-3QbLtCQ","4032","ChIJbz0E5T1awokRxx7gCMznjoM","PX3V+QQ New York","87G7PX3V+QQ","","4.4","ChIJbz0E5T1awokRxx7gCMznjoM","park","point_of_interest","establishment","",""
"","","","southwest","40.70307767010728","-74.00696702989273","","","","","","","","","","","","","","","","","","",""
"Myrtle Ave, Woodhaven, NY 11421, USA","40.7040764","-73.84591019999999","northeast","40.70542622989272","-73.84456037010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","e8c3f8fa0b194b3f3db20c96eb676977a6c5df2b","Forest Park","False","3456","<a href=""https://maps.google.com/maps/contrib/107940185863834141395/photos"">The Reino Hornson Network</a>","CmRaAAAAxFGy3fW1-ENh6nI2h4oanrbbb_ah8zSRsXLEBrhFcqsBnBZEQwYRL3ruvxD54MAYZFu0ZaYuLe9LFnm8u4uNpFK1p2M2PiahKY1lB2rnN1mNUUq9kmwfI30-UVMGeg7JEhBvs9IGC-aNj2hvZRS-udfBGhQhnm5e3s0lYi7zAKx-SmKBpRkjGA","4608","ChIJl7IPOQ9ewokRTrH0Stn1Rhg","P533+JJ New York","87G8P533+JJ","","4.5","ChIJl7IPOQ9ewokRTrH0Stn1Rhg","park","point_of_interest","establishment","",""
"","","","southwest","40.70272657010728","-73.84726002989271","","","","","","","","","","","","","","","","","","",""
"Mulberry Street &, Baxter St, New York, NY 10013, United States","40.7156618","-73.9999961","northeast","40.71721115","-73.99876707010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","e447eef7610ff9b20f12fc5c4d9f5b888ee84552","Columbus Park","True","1836","<a href=""https://maps.google.com/maps/contrib/105966392866406622906/photos"">A Google User</a>","CmRaAAAAtMPq3E6tHROqFpUanDR0NgB3oxf9WdtrUoaQBqPGTxFsKfQ6QoAjrMKpGilW-TqBMTK22lmQqWqf8-bvuj97e2sG-YFA8pzRExlb6cCM_E2I4jvtiVoIPGaCMInAFP19EhDcoe-qLIg2lQOxw5FKurlvGhROY3UiBQC0IR8EDcp6hBmjZS_eXg","3264","ChIJZQD10CZawokRCuvDW1oLE-Y","P282+72 New York","87G8P282+72","","4.1","ChIJZQD10CZawokRCuvDW1oLE-Y","park","point_of_interest","establishment","",""
"","","","southwest","40.71299334999999","-74.00146672989271","","","","","","","","","","","","","","","","","","",""
"New York, NY 10011, USA","40.7479925","-74.0047649","northeast","40.7588822","-73.9986873","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","72dc79d023feec77725d7336e7c46fee27805319","The High Line","True","2592","<a href=""https://maps.google.com/maps/contrib/104413772275542220722/photos"">Xerox Huiberts</a>","CmRaAAAACRUQrK4x0Smaqi7kSVuYc2zRWtnNwxnaktyyRt4TXU2sx1kM9NHJSRkOcwl3NbHSjg3dRubboYXqmjVMUIlezVwDiEkalF19K2vEEV1ree8pr9dBOgOUVMOuNoYshvdYEhCvtz3STLl0wGaqVuGUUao5GhTDGnwcBPwGpv6CSCc4Pl7-oex3NQ","3872","ChIJ5bQPhMdZwokRkTwKhVxhP1g","PXXW+53 New York","87G7PXXW+53","","4.7","ChIJ5bQPhMdZwokRkTwKhVxhP1g","park","point_of_interest","establishment","",""
"","","","southwest","40.73290899999999","-74.01141530000002","","","","","","","","","","","","","","","","","","",""
"80th St., Juniper Blvd. N, Juniper Blvd. S, Middle Village, NY 11379, United States","40.720497","-73.87964119999999","northeast","40.72184682989271","-73.87829137010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","61c567aae7556de1c9bfd0e7abaffdbd2e52ed03","Juniper Valley Park","False","1500","<a href=""https://maps.google.com/maps/contrib/112755070430020855215/photos"">A Google User</a>","CmRaAAAA4fekDrBm_r7dSAXi0Wpse6mrHZWNZfMc3VMEdHqttom_uJYaZlixXe-P_Q9-JbLl8Jphan-Q_-kSl7IhzDMlxVvFsVLRBE9QmRiOSMIgy6aZCG64_w79uPCBW53IvfNgEhB4DjtquWY5Bm7lcJ6pCbIWGhTXjg7ujBUnQbXInj0x1MbDEuWhLA","2100","ChIJwaaRmmdewokRTRadCEvkHnA","P4CC+54 New York","87G8P4CC+54","","4.7","ChIJwaaRmmdewokRTRadCEvkHnA","park","point_of_interest","establishment","",""
"","","","southwest","40.71914717010727","-73.88099102989273","","","","","","","","","","","","","","","","","","",""
"Chrystie St &, Forsyth St, New York, NY 10002, United States","40.7217408","-73.99154249999999","northeast","40.72542319999999","-73.98917239999997","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","c91788ad6990d3c221ff6168995901e4cc70cc5b","Sara D. Roosevelt Park","True","2268","<a href=""https://maps.google.com/maps/contrib/114982011197787674776/photos"">Mark Rea</a>","CmRaAAAAOUGFs95IVLFiMI-s5-kXadQ3K7FR2ovBO82fULySP8YWXKJJMmF6znGLzM9WWpBNMGcjJ-1uoxksNmasYSIBaTX5dDQYQCbm4z9xL5eYZbDDYFWJdUe6ayemeCq9xStSEhCIVODkkxzcCYyCRWnLX4hJGhQPCsk9jRuFlxO2f3zGKBNcWwDtkw","4032","ChIJX0-MTYZZwokR0L585ip8P18","P2C5+M9 New York","87G8P2C5+M9","","3.9","ChIJX0-MTYZZwokR0L585ip8P18","park","point_of_interest","establishment","",""
"","","","southwest","40.7179992","-73.9940648","","","","","","","","","","","","","","","","","","",""
"3916, 500 Riverside Dr, New York, NY 10027, United States","40.8127856","-73.96224909999999","northeast","40.81424217989272","-73.96115032010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","911f08e428cceacc478c2aa03da7b4b9cb940d78","Sakura Park","True","3024","<a href=""https://maps.google.com/maps/contrib/110006264711901546867/photos"">Jose Molina</a>","CmRaAAAAheFiJh_ak27BPSZXthRhqiJEyDcP73YY--NcXdjeSQ7yjuahYA1CPuIsoyKrmhhIideBKWM5xuDQoV4KNgLwbVjh6wnEdabjrXeQDbj2BCXoT5U_Xc84RYMeeAYxdXGnEhDzmHM1HBcM-LCC5Vsd2DZGGhSqr0kdNOBpx1GI-5GLYuVr--p3hA","4032","ChIJ6ZV3WUD2wokRd56jEa1BSjg","R27Q+44 New York","87G8R27Q+44","","4.5","ChIJ6ZV3WUD2wokRd56jEa1BSjg","park","point_of_interest","establishment","",""
"","","","southwest","40.81154252010728","-73.96384997989273","","","","","","","","","","","","","","","","","","",""
"Watt Avenue &, Middletown Rd, Bronx, NY 10465, United States","40.8654997","-73.80917359999999","northeast","40.86684952989273","-73.80782377010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","ae675aac3963f6221a0b6aff482edaa0bef1e4a6","Pelham Bay Park","True","3280","<a href=""https://maps.google.com/maps/contrib/103665127668517390097/photos"">A Google User</a>","CmRaAAAA6eT0KiOfH8ArnWYI7UoeuUK2BWO3V19g7Ozqy2GrO2yG_GogSxDX3iyg8fBlf9LwLIJS5V60YNEQjchCKreWnfRzxP_Z8sXMw8UZk94dHwOB0ZtIbPr4azcfmofxIKFQEhB6NkQDqFAPhTmLvixafiB1GhTRocvTQc53LtlIw5LzwMDDLND1gA","4928","ChIJ0yDZfqCMwokR4_gc794XRHA","V58R+58 New York","87G8V58R+58","","4.4","ChIJ0yDZfqCMwokR4_gc794XRHA","park","lodging","point_of_interest","establishment",""
"","","","southwest","40.86414987010728","-73.81052342989273","","","","","","","","","","","","","","","","","","",""
"201 Park Ave S, New York, NY 10003, USA","40.7358235","-73.9905215","northeast","40.73824895","-73.98777339999999","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","ba0fb5cd74f8656dc1be451bf69acba17b7cfea4","Union Square Park","True","3024","<a href=""https://maps.google.com/maps/contrib/108644569462350806358/photos"">Kris Jimenez</a>","CmRaAAAAOCd0tVD8YOpVygCo5Mclt8jaD0K38Sf6HcksD8fJFQBFiMWdaBIozj4KGec9obQJ3B8OukLyM8lAsuIwvgPpCielNW7bJvWFtwfiWlt7_VO5DF2wmY0ydvPd0n_WstoAEhCR9xQ0H8kmnsC5z0SXSqGdGhTBwk_Ble98OW5i5v4uJjdYumBelg","4032","ChIJuwazLZ9ZwokRoDhp6p5_XCo","P2P5+8Q New York","87G8P2P5+8Q","","4.5","ChIJuwazLZ9ZwokRoDhp6p5_XCo","park","point_of_interest","establishment","",""
"","","","southwest","40.73366075","-73.9930014","","","","","","","","","","","","","","","","","","",""
"19 19th St, Astoria, NY 11105, USA","40.7792459","-73.9229654","northeast","40.78601625","-73.91316969999998","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","e32486c0c25fd7387d5dd89f678197cc75d04e3d","Astoria Park","False","2592","<a href=""https://maps.google.com/maps/contrib/112408725865941362798/photos"">arkadiusz penc</a>","CmRaAAAANyLwhQKuAbggOHnUk5uouBzOSuKi7S54Hn86T5oXR2mi8GZNSFnRnIY1P2QdXppkAzCGfhWVPaKa31D6neZp_6MCTLu-mSywvE2uTX5-L_vjYL-ysxcTrLcevvHIc4bVEhCuNM-z1Wka__HIQInW529VGhQrwLvtPTr61JEixozHvT3ryyWC3Q","4608","ChIJhTKnW1pfwokRybwkvof4QWs","Q3HG+MR New York","87G8Q3HG+MR","","4.6","ChIJhTKnW1pfwokRybwkvof4QWs","park","point_of_interest","establishment","",""
"","","","southwest","40.77183005000001","-73.93258010000001","","","","","","","","","","","","","","","","","","",""
"Eastern Pkwy, Brooklyn, NY 11238, USA","40.6717046","-73.96675239999999","northeast","40.67357392989272","-73.9645443","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","7b02a28c1b6a331e2b5a5baa650bc72590c94a94","Mount Prospect Park","False","683","<a href=""https://maps.google.com/maps/contrib/113815392849087130851/photos"">Gomer Aquino</a>","CmRaAAAApeyobnY5s7DccDXizUSDDopL76Rk7cWnI-bChDKHaLeYguvI2_1Y9zpVN587ydzXzXgC2g0DXIoPJ6v2q_Y1nLei1Eh9uouWvzzljJ1TkWOSK-bMu4Y6xrPLrPVPAYoHEhAZ6roo2xNZZXG-8MPUiAWfGhS2UFPhp9H1aXZ1gim4rAdli3jHZg","1024","ChIJAYbjmwlbwokReniI6h1d49E","M2CM+M7 New York","87G8M2CM+M7","","4.5","ChIJAYbjmwlbwokReniI6h1d49E","park","point_of_interest","establishment","",""
"","","","southwest","40.67087427010728","-73.96834429999998","","","","","","","","","","","","","","","","","","",""
"4-09 47th Rd, Long Island City, NY 10007, USA","40.7455077","-73.9587485","northeast","40.74691417989272","-73.95686392010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","546280eddd86659a1d2e9ca26b6fd30df9b1c866","Gantry Plaza State Park","True","3024","<a href=""https://maps.google.com/maps/contrib/108408685822490990436/photos"">Matt Binetti</a>","CmRaAAAAGsWEwoN9bwU5oyRqKd7o0nSiGG5b4h69tr0OrKOQLGh2Rb84CpG6V9yy6qd3BvApAgtGs1odr1OQAhSSpplb5_lZoAOMTBV8RplTbqRudtmvPnSW1xIA5TNndmPliw-9EhCqSPfhYpRuyG5sXdNLtX_fGhQVJVRnilee0Z9T8x6FkOZVSLzohg","4032","ChIJ7eAADSJawokRObgUbl1g6mk","P2WR+6G New York","87G8P2WR+6G","","4.7","ChIJ7eAADSJawokRObgUbl1g6mk","park","point_of_interest","establishment","",""
"","","","southwest","40.74421452010728","-73.95956357989273","","","","","","","","","","","","","","","","","","",""
"Brooklyn, NY 11215, USA","40.6609634","-73.9880527","northeast","40.66231322989272","-73.98670287010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","096ff56a778f1368f08f77c0c004abdce2b6dfec","South Slope Dog Run","False","1536","<a href=""https://maps.google.com/maps/contrib/114760617960403728329/photos"">Kacper Jarecki</a>","CmRaAAAAMfNaJduYejfx9A48lXd5AjWVD8ye_fuXxnztBVSyt0_wVi_iy8amvXY5mYENnXAZ1vwhkYbiDqmAU9lTGCk5AeJxREOdeCnT5MaY7evh-a90pFc3wp1x8GLJwhRYudmxEhDAR04wGkOFjaT6AuYsr3kGGhTi5KaJ1ysi37mJErazv7f1qY5AvQ","2048","ChIJne7UReFawokRVTnh7XKHt5k","M266+9Q New York","87G8M266+9Q","","3.9","ChIJne7UReFawokRVTnh7XKHt5k","park","point_of_interest","establishment","",""
"","","","southwest","40.65961357010728","-73.98940252989271","","","","","","","","","","","","","","","","","","",""
"101 Thompson St, New York, NY 10012, USA","40.7253366","-74.0025474","northeast","40.72663737989271","-74.00109422010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","95719923d3a85ddc578da0f7d09ed213c9e1d01d","Vesuvio Playground","True","2988","<a href=""https://maps.google.com/maps/contrib/104202341969691935892/photos"">Oscar gonzalez</a>","CmRaAAAAA3qpECC4imDkQyk4GzO-pJ9g4cu9E3wSzIez1tcGDIjTrLBaRqUgFM-3vzE7hOxq9ku9e_YXU0e4afIP-aynWylSir0qLASzpF0WqioBLkbrFJYNn12kZn8fsQYRbZdiEhDZmYAl1n7EumEWamcT4F4hGhQohP8f-K8FRv_jfl8bATm2TpZSnQ","5312","ChIJy4wBT4xZwokRlPlUcvHPRBE","PXGW+4X New York","87G7PXGW+4X","","4.3","ChIJy4wBT4xZwokRlPlUcvHPRBE","park","point_of_interest","establishment","",""
"","","","southwest","40.72393772010727","-74.00379387989271","","","","","","","","","","","","","","","","","","",""
"75 Battery Pl, New York, NY 10280, USA","40.7067678","-74.0171771","northeast","40.70819222989272","-74.01600192010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","c4ffd85ccfad5875320e82055126e77069f92f71","Battery Park City Parks","","3024","<a href=""https://maps.google.com/maps/contrib/110854164034814697389/photos"">Aaron Johnson</a>","CmRaAAAArHJvYAg3yHtUBc0L6sE6xBqp54NopUAlfr6pzZJwjPmFiRmoBrxMEKgucLNLBg2r1TWchx8yXJ3G3tb5eDuDOa2MUl6xZ-liZPqmokDuUNw9OMqPADaDmecbPFUFjeUrEhAvWwWK0WjGzXtrkJNI-CGrGhRBZHw_BjDcQDMgIw-_KMwzGZsfow","4032","ChIJ21_PURBawokRsSwjFUtw4i8","PX4M+P4 New York","87G7PX4M+P4","","5","ChIJ21_PURBawokRsSwjFUtw4i8","local_government_office","park","point_of_interest","establishment",""
"","","","southwest","40.70549257010728","-74.01870157989272","","","","","","","","","","","","","","","","","","",""
"90 Kent Ave, Brooklyn, NY 11249, USA","40.7215092","-73.9609104","northeast","40.72276437989272","-73.95940897010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","2040bf05b0df53fea6dbe149142f817fa520bbbc","East River State Park Dog Run","True","3024","<a href=""https://maps.google.com/maps/contrib/116432041255423419601/photos"">Selene Di Flamminio</a>","CmRaAAAA5XnHDonnHXP3_SI3qyIUYWr77P1v0uDvaXeIEM1-NIUlOkEl96n29t3OrXx_-RMMkO3HE4x8euUy9vMpzqc4W0Z8kQVNDcT1awpkWRwM4UO_dJaUgrwk3Pf3A-iR5p0uEhDSjnud75QM3QCMRKG5uQklGhQEvKNfUl3sgwP5H5qJ2WoLHrEM9Q","4032","ChIJ2bbP6WdZwokR_GMDsF65Wf4","P2CQ+JJ New York","87G8P2CQ+JJ","","3.1","ChIJ2bbP6WdZwokR_GMDsF65Wf4","park","point_of_interest","establishment","",""
"","","","southwest","40.72006472010727","-73.96210862989271","","","","","","","","","","","","","","","","","","",""
"55 Water St, New York, NY 10041, USA","40.7026773","-74.0097895","northeast","40.70434037989273","-74.00864782010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","f37af8a995f15b95c6ac6cc8bd7ec5ee6a19d397","New York Vietnam Veterans Memorial Plaza","True","2868","<a href=""https://maps.google.com/maps/contrib/117043117783947416633/photos"">Dimitrios Spyropoulos</a>","CmRaAAAAB_72KJ_vALY0K8h306KXaVHmpXTnwofXujWg_-5I9-K92RZYE3hc2zwSrw7BqXCQmLPDIZP4BVVVqsyEvmQudBrv2tzFPsi_Xi_t9NbJhXY-5k2wILiuotKOmxdir5KeEhDjSTIWesnn6kjLPqnR-np_GhTo0r3bbAsB5wuh19OMzOjBevbCXg","5098","ChIJ6UIVsxVawokR3eZJUCIPr3E","PX3R+33 New York","87G7PX3R+33","","4.4","ChIJ6UIVsxVawokR3eZJUCIPr3E","park","point_of_interest","establishment","",""
"","","","southwest","40.70164072010729","-74.01134747989271","","","","","","","","","","","","","","","","","","",""
"32-01 Vernon Blvd, Long Island City, NY 11106, USA","40.768479","-73.9366363","northeast","40.76969827989272","-73.93486382010727","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","d05f4c3d96f29273f6fe90bb73c3f0591c48b591","Socrates Sculpture Park","","3024","<a href=""https://maps.google.com/maps/contrib/114536529543155358924/photos"">City Sounds</a>","CmRaAAAA37qMOU8SJAOSpfvEMidVJBiVC1ZCgVkGxVbDSEkhb-6JRnxSCuA_jeX6FBJoNxbzpXha6StybDseYc_xHNBCA6Dt8LGSIpxaJgR95Z55ZsFhbP2rzPXYORA8XAHMgIpgEhCprhyYWV6HHdzMXn1AYYunGhT20jaMtb2-3RutvJxq1c3bDOroPA","4032","ChIJvcjmWLVYwokRFz2FMdi00cA","Q397+98 New York","87G8Q397+98","","4.3","ChIJvcjmWLVYwokRFz2FMdi00cA","park","point_of_interest","establishment","",""
"","","","southwest","40.76699862010728","-73.93756347989272","","","","","","","","","","","","","","","","","","",""
"North Broadway, New York, NY 10001, USA","40.7487156","-73.9882971","northeast","40.74992837989273","-73.98707732010728","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","24056f7b25fbba87fb322682005e38be509373b5","Greeley Square Park","False","2340","<a href=""https://maps.google.com/maps/contrib/112364452571700270558/photos"">Mildred Shao</a>","CmRaAAAA-MxJpLDQL6QQVV41pOvV9FOMD9iTKHgGfjxv9WZS8js-uPTCAYCYMS5z9AAJy-sLikl3WJ1Xa-UBXYq5LJY5sMiTrBTBDllf7UjtvsTAmcjP_cwcMD9m3hPmR-yfNuy_EhD8tfaW1KxCqJLhyG-6pkbZGhRRPrrSff8Q4rXi8Ui3r-GWtltIKg","4160","ChIJEeWrKalZwokRg6qlyNqcv2A","P2X6+FM New York","87G8P2X6+FM","","4.3","ChIJEeWrKalZwokRg6qlyNqcv2A","park","point_of_interest","establishment","",""
"","","","southwest","40.74722872010728","-73.98977697989272","","","","","","","","","","","","","","","","","","",""
"New York, NY 10004, USA","40.7032775","-74.0170279","northeast","40.7065562","-74.01239500000001","https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png","58fc4a0c3ef0ffc426a52c0ea131e1bd7b8d7084","Battery Park","","1080","<a href=""https://maps.google.com/maps/contrib/112651321989452573372/photos"">Lisey Grisel</a>","CmRaAAAAo4bnfFUolx7L0NzqaPF_c3PqV0zG8OVWOL3brS_BAMwOhnWheChF3xh5_S13nNhqnK2bwsDODNlt_1rLTpDrL4i8v4Qvk_51Q0p-oArtkT_s2wuEkyCKpIaUXP2tDDTGEhB-FiSkoMd8PbZ5TJDOwak1GhS0hsgj-ErPi3YSTJlF_mCGaP6SJQ","1920","ChIJraKL-BJawokREpxDmF5GcL4","PX3M+85 New York","87G7PX3M+85","","4.5","ChIJraKL-BJawokREpxDmF5GcL4","park","point_of_interest","establishment","",""
"","","","southwest","40.6995454","-74.0186978","","","","","","","","","","","","","","","","","","",""
